multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio
434,GLEN1E,2021-11-24,18:20,70.0,60,AV SIEMPRE VIVA,,ERROR,10.0,7.0,,,46.15
435,T0YDR,2021-10-11,00:00,91.0,60,RUTA 9,R01,PAGADA,31.0,28.0,,,42.11
436,409,2022-12-10,09:21,86.0,60,RUTA 9,,ERROR,26.0,23.0,,,50.0
437,WU08YWC,1932-01-01,09:21,53.0,40,RUTA 9,R01,ERROR,13.0,11.0,,,42.86
441,691XC80,2021-08-13,18:21,117.0,60,AV SIEMPRE VIVA,R01,ERROR,57.0,54.0,data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
444,3646HBH,2022-01-18,00:00,74.0,60,AV LIBERTADOR,R02,PAGADA,14.0,11.0,data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
445,HAMSTUR,1932-01-01,09:21,72.0,40,AV SIEMPRE VIVA,,ERROR,32.0,30.0,,,63.64
449,CD05601,2023-09-23,09:21,99.0,80,AV LIBERTADOR,R02,IMPAGA,19.0,15.0,,,57.14
451,6NCE831,2020-06-21,00:00,160.0,80,AV LIBERTADOR,,APELADA,80.0,76.0,,,66.67
452,OUTSTDN,2023-07-17,14:14,122.0,80,AV LIBERTADOR,,APELADA,42.0,38.0,,,53.85
455,HK06YMX,2020-05-14,09:22,82.0,40,AV SIEMPRE VIVA,,ERROR,42.0,40.0,data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
456,XIIUME,2020-05-05,18:21,116.0,80,AV LIBERTADOR,R02,IMPAGA,36.0,32.0,data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XLLUME,100.0
460,81ZFJD,2021-06-29,18:21,95.0,60,RUTA 9,R02,ERROR,35.0,32.0,,,72.73
461,M20CPR,1932-01-01,08:16,125.0,80,AV SIEMPRE VIVA,R01,ERROR,45.0,41.0,,,66.67
464,T0YDR,2022-11-30,18:21,98.0,40,AV LIBERTADOR,,APELADA,58.0,56.0,,,42.11
467,OUTSTDN,2022-02-14,00:00,146.0,80,AV SIEMPRE VIVA,R01,PAGADA,66.0,62.0,,,53.85
469,NTHGLFT,2021-04-23,00:00,115.0,80,AV LIBERTADOR,,PAGADA,35.0,31.0,,,37.84
471,B81JKY,2020-01-11,00:00,84.0,60,AV SIEMPRE VIVA,R03,PAGADA,24.0,21.0,,,72.73
472,YLO8WUE,2020-04-28,00:00,75.0,40,AV LIBERTADOR,R02,PAGADA,35.0,33.0,,,46.15
473,2999961,2021-03-29,18:22,99.0,60,AV SIEMPRE VIVA,R03,IMPAGA,39.0,36.0,data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
476,6NCE831,1932-01-01,00:00,106.0,60,AV SIEMPRE VIVA,R03,PAGADA,46.0,43.0,,,66.67
479,PIW4215,2022-11-03,18:22,94.0,80,AV LIBERTADOR,R01,PAGADA,14.0,10.0,,,47.62
481,831MDB,2020-01-06,09:23,93.0,80,RUTA 9,R03,IMPAGA,13.0,9.0,,,62.5
482,691XC80,1932-01-01,18:23,106.0,40,RUTA 9,R03,ERROR,66.0,64.0,data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
484,UM96201,2023-04-14,08:17,77.0,40,AV SIEMPRE VIVA,R02,IMPAGA,37.0,35.0,data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
486,691XC80,2020-05-20,18:23,92.0,60,AV SIEMPRE VIVA,R01,ERROR,32.0,29.0,data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
487,NHZ1002,2024-06-02,18:23,93.0,80,AV LIBERTADOR,R01,ERROR,13.0,9.0,,,33.33
488,6611172,2020-03-31,14:15,100.0,60,AV LIBERTADOR,R03,PAGADA,40.0,37.0,data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
490,81ZFJD,2020-10-04,09:23,62.0,40,AV SIEMPRE VIVA,R03,IMPAGA,22.0,20.0,,,72.73
491,BX55DOG,2023-07-09,09:23,61.0,40,RUTA 9,,PAGADA,21.0,19.0,,,71.43
492,M431ZW,2020-05-29,09:23,62.0,40,AV SIEMPRE VIVA,R02,APELADA,22.0,20.0,data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
493,MPX9357,1932-01-01,09:23,80.0,60,AV LIBERTADOR,R02,PAGADA,20.0,17.0,data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
495,HF3461,2023-09-15,09:24,111.0,80,AV LIBERTADOR,R01,ERROR,31.0,27.0,data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
497,BB8986,2020-07-14,14:16,150.0,80,AV SIEMPRE VIVA,R02,IMPAGA,70.0,66.0,data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
498,BX55DOG,2021-01-23,00:00,103.0,60,RUTA 9,R03,APELADA,43.0,40.0,,,71.43
499,AWS167,2020-02-13,08:17,51.0,40,AV LIBERTADOR,,ERROR,11.0,9.0,,,76.92
500,GCP332,2020-06-27,00:00,63.0,40,RUTA 9,,PAGADA,23.0,21.0,data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
505,UM96201,1932-01-01,08:18,131.0,60,RUTA 9,,APELADA,71.0,68.0,data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
506,691XC80,2023-12-31,14:16,53.0,40,AV LIBERTADOR,R01,PAGADA,13.0,11.0,data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
507,CD05601,1932-01-01,18:23,71.0,60,AV LIBERTADOR,R01,ERROR,11.0,8.0,,,57.14
509,VY90540,2022-09-05,14:16,143.0,80,RUTA 9,,ERROR,63.0,59.0,data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente_1.jpg,VY90540,100.0
513,T0YDR,2020-12-23,18:24,133.0,80,RUTA 9,,PAGADA,53.0,49.0,,,42.11
514,9999868,2022-09-02,09:24,71.0,40,AV SIEMPRE VIVA,R02,APELADA,31.0,29.0,,,71.43
515,MX60NZA,1932-01-01,18:24,117.0,80,AV LIBERTADOR,R02,PAGADA,37.0,33.0,,,42.86
518,GOOGLE,2023-11-12,18:24,146.0,80,AV SIEMPRE VIVA,R01,APELADA,66.0,62.0,data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
519,WU08YWC,2022-10-15,08:18,100.0,40,AV LIBERTADOR,R01,IMPAGA,60.0,58.0,,,42.86
524,HF3461,2020-01-28,18:24,87.0,80,AV LIBERTADOR,R03,IMPAGA,7.0,3.0,data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
526,FD1475,2022-07-30,00:00,129.0,60,AV LIBERTADOR,R02,APELADA,69.0,66.0,data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
527,J1S1,1932-01-01,18:24,158.0,80,RUTA 9,R02,ERROR,78.0,74.0,data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
533,VNK296GP,1932-01-01,09:25,120.0,60,RUTA 9,R02,ERROR,60.0,57.0,,,75.0
536,HAMSTUR,1932-01-01,08:19,47.0,40,AV SIEMPRE VIVA,R02,PAGADA,7.0,5.0,,,63.64
539,OUTSTDN,2023-08-19,09:25,85.0,60,AV LIBERTADOR,,IMPAGA,25.0,22.0,,,53.85
541,WEFLYN,2020-06-25,08:19,118.0,40,RUTA 9,R03,APELADA,78.0,76.0,,,50.0
544,VY90540,2022-09-15,18:25,101.0,80,AV SIEMPRE VIVA,,ERROR,21.0,17.0,data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente_1.jpg,VY90540,100.0
545,WEFLYN,1932-01-01,09:25,81.0,60,AV SIEMPRE VIVA,R01,IMPAGA,21.0,18.0,,,50.0
550,FVIOUHP,1932-01-01,08:20,75.0,60,RUTA 9,,IMPAGA,15.0,12.0,data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVLDUHP,85.71
551,MX60NZA,2020-01-22,00:00,90.0,60,RUTA 9,R02,IMPAGA,30.0,27.0,,,42.86
553,DK414N,1932-01-01,09:26,55.0,40,AV SIEMPRE VIVA,R02,ERROR,15.0,13.0,,,61.54
555,HAMSTUR,2023-02-19,14:18,98.0,40,AV LIBERTADOR,R01,APELADA,58.0,56.0,,,63.64
557,VTIIAHV,2022-01-26,00:00,52.0,40,AV LIBERTADOR,,PAGADA,12.0,10.0,,,76.92
561,TL03GOG,2022-06-06,00:00,116.0,80,RUTA 9,,APELADA,36.0,32.0,,,46.15
564,6611172,1932-01-01,14:18,118.0,80,AV LIBERTADOR,R03,APELADA,38.0,34.0,data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
565,6NCE831,2021-12-16,14:19,134.0,80,AV LIBERTADOR,R02,APELADA,54.0,50.0,,,66.67
568,BHRP770,2022-09-06,08:20,153.0,80,RUTA 9,R03,ERROR,73.0,69.0,data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
569,FD1475,2022-02-23,09:26,132.0,60,AV SIEMPRE VIVA,,APELADA,72.0,69.0,data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
571,FVIOUHP,1932-01-01,09:26,87.0,60,RUTA 9,R01,IMPAGA,27.0,24.0,data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVLDUHP,85.71
574,GE1466,1932-01-01,18:26,78.0,60,RUTA 9,R01,APELADA,18.0,15.0,,,66.67
576,B81JKY,2021-07-17,14:19,80.0,40,AV LIBERTADOR,R02,ERROR,40.0,38.0,,,72.73
578,HF3461,1932-01-01,09:27,126.0,80,AV SIEMPRE VIVA,R02,APELADA,46.0,42.0,data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
579,BX55DOG,2021-06-20,09:27,139.0,60,RUTA 9,,PAGADA,79.0,76.0,,,71.43
581,8B90638,2021-11-17,18:26,107.0,60,AV LIBERTADOR,R03,APELADA,47.0,44.0,,,54.55
582,INTIGR8,2020-06-14,14:20,95.0,60,AV SIEMPRE VIVA,R01,APELADA,35.0,32.0,,,66.67
583,DK414N,2020-07-04,08:21,76.0,60,AV SIEMPRE VIVA,R03,APELADA,16.0,13.0,,,61.54
587,HF3461,2021-04-15,00:00,100.0,40,AV SIEMPRE VIVA,R01,PAGADA,60.0,58.0,data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
589,J1S1,1932-01-01,09:27,145.0,80,RUTA 9,,PAGADA,65.0,61.0,data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
593,B81JKY,2022-01-06,18:27,141.0,80,AV SIEMPRE VIVA,R02,PAGADA,61.0,57.0,,,72.73
600,WEFLYN,2021-01-16,14:20,153.0,80,AV LIBERTADOR,R03,IMPAGA,73.0,69.0,,,50.0
605,MX60NZA,2020-11-18,14:20,105.0,60,AV LIBERTADOR,,PAGADA,45.0,42.0,,,42.86
608,FD1475,2020-10-21,08:22,113.0,80,AV LIBERTADOR,R02,APELADA,33.0,29.0,data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
610,M20CPR,2020-09-20,14:21,85.0,80,AV SIEMPRE VIVA,,ERROR,5.0,1.0,,,66.67
612,HAMSTUR,2024-01-26,09:28,109.0,60,AV SIEMPRE VIVA,,IMPAGA,49.0,46.0,,,63.64
613,T0YDR,1932-01-01,08:22,111.0,80,AV LIBERTADOR,R03,APELADA,31.0,27.0,,,42.11
615,GOOGLE,1932-01-01,18:28,116.0,80,RUTA 9,R03,APELADA,36.0,32.0,data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
616,HF58HXP,2022-10-22,14:21,76.0,60,AV SIEMPRE VIVA,R02,PAGADA,16.0,13.0,data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
622,VNK296GP,2020-03-06,09:29,69.0,40,AV LIBERTADOR,,ERROR,29.0,27.0,,,75.0
624,41RSTZ,1932-01-01,08:23,140.0,80,AV LIBERTADOR,R01,ERROR,60.0,56.0,,,75.0
625,VTIIAHV,1932-01-01,09:29,97.0,80,AV LIBERTADOR,R01,APELADA,17.0,13.0,,,76.92
626,589222,1932-01-01,09:29,131.0,80,AV SIEMPRE VIVA,R02,PAGADA,51.0,47.0,data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
627,M431ZW,1932-01-01,18:28,146.0,80,AV SIEMPRE VIVA,R02,ERROR,66.0,62.0,data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
629,FVIOUHP,1932-01-01,00:00,88.0,40,AV SIEMPRE VIVA,R02,APELADA,48.0,46.0,data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVLDUHP,85.71
636,BB8986,1932-01-01,00:00,101.0,60,RUTA 9,R03,ERROR,41.0,38.0,data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
637,FVIOUHP,2021-03-30,08:23,139.0,60,AV SIEMPRE VIVA,R03,IMPAGA,79.0,76.0,data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVLDUHP,85.71
639,MPX9357,2022-11-28,14:21,134.0,60,RUTA 9,R02,IMPAGA,74.0,71.0,data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
643,YLO8WUE,2023-02-02,14:22,87.0,60,AV SIEMPRE VIVA,R02,PAGADA,27.0,24.0,,,46.15
644,VNK296GP,2022-09-18,18:29,116.0,40,RUTA 9,R03,ERROR,76.0,74.0,,,75.0
647,HK06YMX,2020-09-30,14:22,95.0,80,RUTA 9,R03,IMPAGA,15.0,11.0,data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
648,TL03GOG,2022-02-14,09:30,85.0,60,RUTA 9,R03,IMPAGA,25.0,22.0,,,46.15
649,5777770,2023-12-25,09:30,104.0,60,RUTA 9,,IMPAGA,44.0,41.0,data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
650,NTHGLFT,2020-06-14,00:00,86.0,80,AV LIBERTADOR,R03,PAGADA,6.0,2.0,,,37.84
651,6NCE831,2022-09-17,09:30,93.0,60,AV LIBERTADOR,,PAGADA,33.0,30.0,,,66.67
652,HAMSTUR,2022-10-06,14:22,75.0,40,AV SIEMPRE VIVA,R03,PAGADA,35.0,33.0,,,63.64
654,OUTSTDN,2023-09-12,18:30,53.0,40,RUTA 9,R03,ERROR,13.0,11.0,,,53.85
655,MPX9357,2021-11-19,14:22,137.0,80,AV SIEMPRE VIVA,,PAGADA,57.0,53.0,data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
662,41RSTZ,2021-03-01,14:23,112.0,60,RUTA 9,,ERROR,52.0,49.0,,,75.0
664,PIW4215,2022-03-08,18:30,73.0,40,RUTA 9,R02,IMPAGA,33.0,31.0,,,47.62
665,J1S1,2023-04-18,08:24,75.0,60,RUTA 9,R02,PAGADA,15.0,12.0,data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
669,BX55DOG,1932-01-01,14:23,82.0,60,RUTA 9,R03,APELADA,22.0,19.0,,,71.43
670,NTHGLFT,2020-04-02,00:00,55.0,40,AV SIEMPRE VIVA,R01,APELADA,15.0,13.0,,,37.84
671,T0YDR,2022-03-09,09:31,52.0,40,RUTA 9,R03,PAGADA,12.0,10.0,,,42.11
675,WEFLYN,2023-08-21,14:23,104.0,60,AV LIBERTADOR,R03,PAGADA,44.0,41.0,,,50.0
677,990XYK,2021-05-23,00:00,74.0,40,AV LIBERTADOR,R01,IMPAGA,34.0,32.0,,,40.0
678,NHZ1002,1932-01-01,14:24,120.0,40,AV LIBERTADOR,R02,ERROR,80.0,78.0,,,33.33
682,AI7OVF,2021-04-24,14:24,67.0,40,AV LIBERTADOR,,ERROR,27.0,25.0,data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AL70VF,83.33
684,AI7OVF,1932-01-01,18:31,113.0,60,AV LIBERTADOR,R03,APELADA,53.0,50.0,data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AL70VF,83.33
686,VY90540,2023-01-31,00:00,131.0,80,AV LIBERTADOR,,IMPAGA,51.0,47.0,data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente_1.jpg,VY90540,100.0
689,BHRP770,1932-01-01,18:31,114.0,80,AV SIEMPRE VIVA,,IMPAGA,34.0,30.0,data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
690,VY90540,2020-07-18,18:32,119.0,80,AV LIBERTADOR,,APELADA,39.0,35.0,data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente_1.jpg,VY90540,100.0
698,409,1932-01-01,08:24,149.0,80,AV LIBERTADOR,,IMPAGA,69.0,65.0,,,50.0
699,DK414N,2022-05-28,09:33,133.0,60,RUTA 9,R02,APELADA,73.0,70.0,,,61.54
700,PIW4215,2022-08-22,09:33,96.0,80,AV SIEMPRE VIVA,R03,PAGADA,16.0,12.0,,,47.62
703,M20CPR,2022-11-04,18:32,64.0,40,AV LIBERTADOR,,ERROR,24.0,22.0,,,66.67
709,NTHGLFT,2020-05-26,08:24,101.0,40,RUTA 9,R03,ERROR,61.0,59.0,,,37.84
712,HF3461,1932-01-01,18:32,119.0,40,AV SIEMPRE VIVA,R03,ERROR,79.0,77.0,data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
713,BHRP770,2020-12-12,00:00,119.0,80,AV LIBERTADOR,R01,APELADA,39.0,35.0,data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
714,9999868,2021-01-25,09:34,149.0,80,AV SIEMPRE VIVA,R01,PAGADA,69.0,65.0,,,71.43
718,831MDB,2020-11-22,08:25,135.0,60,AV LIBERTADOR,R02,APELADA,75.0,72.0,,,62.5
720,RFH373,2023-08-21,08:25,116.0,80,AV LIBERTADOR,R03,APELADA,36.0,32.0,,,36.36
721,WEFLYN,2023-03-23,09:34,89.0,80,RUTA 9,R03,ERROR,9.0,5.0,,,50.0
725,XIIUME,2020-04-04,14:25,97.0,80,AV SIEMPRE VIVA,,APELADA,17.0,13.0,data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XLLUME,100.0
727,HF58HXP,1932-01-01,08:26,69.0,60,AV LIBERTADOR,R01,IMPAGA,9.0,6.0,data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
728,AWS167,2020-05-22,14:25,137.0,80,AV LIBERTADOR,R03,ERROR,57.0,53.0,,,76.92
731,MPX9357,2023-05-23,18:33,107.0,40,AV LIBERTADOR,,ERROR,67.0,65.0,data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
732,CT5B876,2021-11-01,14:25,88.0,80,AV SIEMPRE VIVA,R01,IMPAGA,8.0,4.0,data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,85.71
733,2999961,2020-06-05,00:00,127.0,60,RUTA 9,R01,APELADA,67.0,64.0,data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
734,FVIOUHP,2020-12-03,08:26,111.0,80,AV SIEMPRE VIVA,R03,PAGADA,31.0,27.0,data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVLDUHP,85.71
737,AWS167,2021-01-28,14:25,118.0,60,AV SIEMPRE VIVA,R01,APELADA,58.0,55.0,,,76.92
741,HF3461,1932-01-01,14:26,130.0,80,RUTA 9,,IMPAGA,50.0,46.0,data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
743,810TCH,2023-04-10,09:35,134.0,60,RUTA 9,,IMPAGA,74.0,71.0,,,54.55
745,GOOGLE,2021-11-15,14:26,112.0,80,AV SIEMPRE VIVA,R02,ERROR,32.0,28.0,data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
751,AWS167,2021-09-12,14:26,113.0,40,AV LIBERTADOR,,ERROR,73.0,71.0,,,76.92
752,T0YDR,2022-08-04,18:34,126.0,60,AV SIEMPRE VIVA,R02,IMPAGA,66.0,63.0,,,42.11
755,FD1475,2020-04-08,00:00,85.0,40,AV LIBERTADOR,R03,ERROR,45.0,43.0,data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
758,81ZFJD,1932-01-01,18:34,158.0,80,RUTA 9,,IMPAGA,78.0,74.0,,,72.73
759,VTIIAHV,2023-04-06,08:27,118.0,60,AV LIBERTADOR,R02,APELADA,58.0,55.0,,,76.92
763,GCP332,2023-10-15,18:35,111.0,80,RUTA 9,,IMPAGA,31.0,27.0,data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
764,AWS167,2022-02-14,00:00,67.0,40,RUTA 9,,IMPAGA,27.0,25.0,,,76.92
765,BB8986,2021-11-25,08:28,97.0,40,AV SIEMPRE VIVA,,IMPAGA,57.0,55.0,data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
768,YLO8WUE,1932-01-01,00:00,87.0,60,RUTA 9,R03,ERROR,27.0,24.0,,,46.15
770,RFH373,1932-01-01,09:36,104.0,40,AV LIBERTADOR,R02,APELADA,64.0,62.0,,,36.36
773,DI2LOT,2020-07-17,08:28,115.0,40,AV LIBERTADOR,R03,APELADA,75.0,73.0,,,42.86
776,J1S1,2022-04-21,18:36,89.0,40,RUTA 9,R01,IMPAGA,49.0,47.0,data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
779,OUTSTDN,2023-09-07,00:00,104.0,60,RUTA 9,R03,PAGADA,44.0,41.0,,,53.85
780,GLEN1E,2023-09-01,18:36,71.0,60,AV SIEMPRE VIVA,R02,ERROR,11.0,8.0,,,46.15
783,HF58HXP,1932-01-01,08:29,90.0,60,AV SIEMPRE VIVA,R01,PAGADA,30.0,27.0,data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
784,BB8986,2022-01-28,18:36,82.0,60,RUTA 9,R02,IMPAGA,22.0,19.0,data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
787,8B90638,1932-01-01,14:28,136.0,80,AV LIBERTADOR,R02,IMPAGA,56.0,52.0,,,54.55
788,9999868,1932-01-01,14:28,94.0,60,AV LIBERTADOR,R01,ERROR,34.0,31.0,,,71.43
789,990XYK,2021-02-19,00:00,137.0,60,RUTA 9,,PAGADA,77.0,74.0,,,40.0
792,589222,2021-09-25,18:37,153.0,80,AV SIEMPRE VIVA,R02,APELADA,73.0,69.0,data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
793,CBMUK,2022-02-09,09:36,93.0,60,AV LIBERTADOR,R03,IMPAGA,33.0,30.0,,,42.86
795,MVU4688,2022-03-25,14:28,152.0,80,AV SIEMPRE VIVA,,APELADA,72.0,68.0,data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
806,81ZFJD,2020-11-02,14:29,94.0,80,AV SIEMPRE VIVA,,APELADA,14.0,10.0,,,72.73
807,W326AVE,2023-08-15,08:30,82.0,60,RUTA 9,R02,APELADA,22.0,19.0,data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
808,XIIUME,2020-08-21,14:29,157.0,80,RUTA 9,R03,ERROR,77.0,73.0,data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XLLUME,100.0
811,AWS167,1932-01-01,08:30,71.0,40,AV LIBERTADOR,R03,IMPAGA,31.0,29.0,,,76.92
814,M431ZW,1932-01-01,00:00,132.0,60,AV LIBERTADOR,R01,APELADA,72.0,69.0,data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
815,HAMSTUR,2020-02-21,14:29,78.0,60,AV SIEMPRE VIVA,R03,ERROR,18.0,15.0,,,63.64
816,DK414N,2020-08-22,09:37,117.0,80,AV LIBERTADOR,R03,IMPAGA,37.0,33.0,,,61.54
818,GE1466,2021-06-04,08:31,116.0,80,AV LIBERTADOR,,PAGADA,36.0,32.0,,,66.67
819,6EVY261,2024-07-01,09:37,135.0,80,AV LIBERTADOR,R01,IMPAGA,55.0,51.0,,,58.33
821,BM351,2020-07-04,00:00,116.0,80,RUTA 9,R01,IMPAGA,36.0,32.0,data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
823,6611172,2022-01-02,08:31,136.0,80,AV LIBERTADOR,R03,ERROR,56.0,52.0,data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
824,J1S1,2021-09-29,09:38,108.0,40,AV SIEMPRE VIVA,,ERROR,68.0,66.0,data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
827,HF58HXP,1932-01-01,18:38,153.0,80,RUTA 9,R03,IMPAGA,73.0,69.0,data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
830,M20CPR,2022-04-26,18:38,122.0,80,RUTA 9,,APELADA,42.0,38.0,,,66.67
834,9999868,1932-01-01,00:00,96.0,80,AV SIEMPRE VIVA,R03,ERROR,16.0,12.0,,,71.43
837,BM351,2022-12-05,08:32,104.0,80,AV SIEMPRE VIVA,,IMPAGA,24.0,20.0,data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
841,M431ZW,2020-08-28,00:00,114.0,60,AV SIEMPRE VIVA,R03,ERROR,54.0,51.0,data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
842,AI7OVF,2020-11-19,14:30,54.0,40,AV LIBERTADOR,R03,PAGADA,14.0,12.0,data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AL70VF,83.33
843,CD05601,1932-01-01,14:30,151.0,80,AV SIEMPRE VIVA,R01,PAGADA,71.0,67.0,,,57.14
847,UM96201,2021-06-18,18:38,135.0,60,AV SIEMPRE VIVA,R02,APELADA,75.0,72.0,data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
850,6EVY261,2020-06-11,09:39,98.0,80,AV LIBERTADOR,R01,IMPAGA,18.0,14.0,,,58.33
851,6EVY261,2023-10-16,09:39,117.0,40,AV LIBERTADOR,R02,IMPAGA,77.0,75.0,,,58.33
853,PIW4215,2023-07-29,00:00,99.0,60,AV LIBERTADOR,R02,IMPAGA,39.0,36.0,,,47.62
855,NTHGLFT,2022-09-16,09:40,108.0,40,AV LIBERTADOR,R01,APELADA,68.0,66.0,,,37.84
